Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
60.4.4,False,True,True,1894,728,The American Wing,1960,Side Chair,Side Chair,American,,,,,111,Maker,Attributed to,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York"," ","Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1791–1818,1791,1818,"Mahogany, brass",32 1/2 x 17 7/8 x 16 1/4 in. (82.6 x 45.4 x 41.3 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1894,https://www.wikidata.org/wiki/Q116371905,,"Metropolitan Museum of Art, New York, NY",,,
10.125.685,True,True,True,1997,708,The American Wing,1910,Chest,Chest,American,,,,,1399140,Maker|Maker,Possibly| ,William Searle|Thomas Dennis,died 1667|1638–1706," | ","Searle, William|Dennis, Thomas"," |American",1611      |1638      ,1667      |1706      ,|,http://vocab.getty.edu/page/ulan/500072676|http://vocab.getty.edu/page/ulan/500097372,|https://www.wikidata.org/wiki/Q97999847,1663–80,1663,1680,"White oak, red oak",29 3/4 x 49 1/8 x 21 3/8 in. (75.6 x 124.8 x 54.3 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Ipswich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1997,https://www.wikidata.org/wiki/Q29382899,,"Metropolitan Museum of Art, New York, NY",,,
27.57.1,True,True,True,2022,717,The American Wing,1927,Chest of drawers,Chest of drawers,American,,,,,129,Maker," ",John Townsend,1732–1809," ","Townsend, John",American,1732      ,1809      ,,http://vocab.getty.edu/page/ulan/500062602,https://www.wikidata.org/wiki/Q56006667,1765,1765,1765,"Mahogany, tulip poplar, pine, chestnut",34 1/2 x 37 1/2 x 20 3/4 in. (87.6 x 95.3 x 52.7 cm),"Rogers Fund, 1927",Made in,Newport,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2022,https://www.wikidata.org/wiki/Q104412967,,"Metropolitan Museum of Art, New York, NY",,,
47.70,False,True,True,2255,704,The American Wing,1947,"Rattle, whistle, and bells","Rattle, Whistle, and Bells",American,,,,,144,Maker," ",Nicholas Roosevelt,1715–1769," ","Roosevelt, Nicholas",American,1715      ,1769      ,,(not assigned),https://www.wikidata.org/wiki/Q69055106,1755–68,1755,1768,"Gold, coral",L. 6 1/8 in. (15.6 cm); 2 oz. 13 dwt. (82.3 g),"Rogers Fund, 1947",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2255,https://www.wikidata.org/wiki/Q116371608,,"Metropolitan Museum of Art, New York, NY",,,
"28.52a, b",True,True,True,2390,704,The American Wing,1928,Goblet,Covered goblet,American,,,,,1459203,Maker|Maker," | ",New Bremen Glass Manufactory|John Frederick Amelung,1784–1795|active 1784–ca. 1791," | ","New Bremen Glass Manufactory |Amelung, John Frederick"," |American",1784      |1784      ,1795      |1791      ,|,http://vocab.getty.edu/page/ulan/500331795|http://vocab.getty.edu/page/ulan/500109506,https://www.wikidata.org/wiki/Q4742351|https://www.wikidata.org/wiki/Q16934790,1788,1788,1788,Blown and engraved glass,H. 11 1/4 in. (28.6 cm),"Rogers Fund, 1928",Made in,New Bremen,Frederick County,Frederick County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2390,https://www.wikidata.org/wiki/Q29382904,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
1981.432.4,False,True,True,2563,741,The American Wing,1981,Vase,Covered Vase,American,,,,,16351,Maker," ",Faience Manufacturing Company,"American, Greenpoint, New York, 1881–1892"," ",Faience Manufacturing Company ,American,1881      ,1892      ,,http://vocab.getty.edu/page/ulan/500524291,,1886–90,1886,1890,Earthenware,H. 16 1/4 in. (41.3 cm); Diam. 8 1/2 in. (21.6 cm),"Gift of Florence I. Balasny-Barnes, in memory of her parents, Elizabeth C. and Joseph Balasny, 1981",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2563,https://www.wikidata.org/wiki/Q83560057,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
33.120.295,False,True,True,2657,750,The American Wing,1933,Cream pot,Creampot,American,,,,,16605,Maker," ",Benjamin Burt,"American, Boston, Massachusetts 1729–1805 Boston, Massachusetts"," ","Burt, Benjamin",American,1729      ,1805      ,,http://vocab.getty.edu/page/ulan/500086951,https://www.wikidata.org/wiki/Q26904976,1763,1763,1763,Silver,3 3/4 x 3 7/8 in. (9.5 x 9.8 cm); 3 oz. 2 dwt. (96.7 g),"Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2657,https://www.wikidata.org/wiki/Q116371128,,"Metropolitan Museum of Art, New York, NY",,,
50.20.3,False,True,True,2971,,The American Wing,1950,Cupboard,Cupboard,American,,,,,,,,,,,,,,,,,,1670–1700,1670,1700,"Red oak, white pine, white cedar, red cedar, black walnut, soft maple",56 x 49 3/4 x 23 in. (142.2 x 126.4 x 58.4 cm),"Gift of Mrs. J. Insley Blair, 1950",Made in|Made in,,Plymouth|Barnstable,Plymouth|Barnstable,United States|United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/2971,,,"Metropolitan Museum of Art, New York, NY",,,
10.125.75,False,True,True,3126,713,The American Wing,1910,Desk,Desk,American,,,,,,,,,,,,,,,,,,1700–1730,1700,1730,"Black walnut, ash, white pine, poplar",40 x 33 3/4 x 19 in. (101.6 x 85.7 x 48.3 cm),"Gift of Mrs. Russell Sage, 1909",Made in|Made in,Boston,,,United States|United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3126,https://www.wikidata.org/wiki/Q116370686,,"Metropolitan Museum of Art, New York, NY",,,
15.21.2,False,True,True,3141,717,The American Wing,1915,Desk and bookcase,Desk and bookcase,American,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, chestnut, white pine, yellow pine, yellow poplar, cedar, brass",99 1/8 x 44 1/8 x 25 3/4 in. (251.8 x 112.1 x 65.4 cm),"Rogers Fund, 1915",Made in,Newport,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3141,https://www.wikidata.org/wiki/Q29382910,,"Metropolitan Museum of Art, New York, NY",,,
19.13.1,False,True,True,3172,724,The American Wing,1919,Drop-leaf dining table,Drop-leaf dining table,American,,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, tulip poplar, white pine, sycamore",28 3/4 x 47 7/8 x 39 1/4 in. (73 x 121.6 x 99.7 cm),"Rogers Fund, 1919",Made in,Baltimore,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3172,https://www.wikidata.org/wiki/Q116370659,,"Metropolitan Museum of Art, New York, NY",,,
19.13.2,False,True,True,3173,724,The American Wing,1919,Drop-leaf dining table,Drop-leaf Dining Table,American,,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Mahogany, tulip poplar, white pine, sycamore",28 1/2 x 47 7/8 x 39 1/4 in. (72.4 x 121.6 x 99.7 cm),"Rogers Fund, 1919",Made in,Baltimore,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3173,https://www.wikidata.org/wiki/Q116370658,,"Metropolitan Museum of Art, New York, NY",,,
66.10.1,False,True,True,3179,774,The American Wing,1966,Dining Table,Dining Table,"American, Shaker",,,,,8737,Maker," ",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present"," ",United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1825,1800,1825,"Pine, maple, basswood",28 1/2 x 31 1/4 x 96 1/2 in. (72.4 x 79.4 x 245.1 cm),"Friends of the American Wing Fund, 1966",Made in,Hancock,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3179,https://www.wikidata.org/wiki/Q116370657,,"Metropolitan Museum of Art, New York, NY",,,
66.10.14,False,True,True,3385,774,The American Wing,1966,Chest of drawers,Double Counter,"American, Shaker",,,,,8737,Maker," ",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present"," ",United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,ca. 1825,1822,1825,"Pine, applewood, pearwood",32 3/4 x 68 x 17 1/2 in. (83.2 x 172.7 x 44.5 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3385,https://www.wikidata.org/wiki/Q116370485,,"Metropolitan Museum of Art, New York, NY",,,
1993.31,False,True,True,3496,774,The American Wing,1993,Easy chair,Easy Chair,American,,,,,,,,,,,,,,,,,,1790–1800,1790,1800,Mahogany and pine with original muslin-covered foundation,45 x 33 x 34 1/2 in. (114.3 x 83.8 x 87.6 cm),"Gift of Wunsch Americana Foundation Inc., 1993",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3496,https://www.wikidata.org/wiki/Q116370410,,"Metropolitan Museum of Art, New York, NY",,,
1984.424,False,True,True,3571,741,The American Wing,1984,Ewer,Ewer,American,,,,,16351,Maker," ",Faience Manufacturing Company,"American, Greenpoint, New York, 1881–1892"," ",Faience Manufacturing Company ,American,1881      ,1892      ,,http://vocab.getty.edu/page/ulan/500524291,,1886–90,1886,1890,Earthenware,H. 15 x 8 in. (38.1 x 20.3 cm),"Friends of the American Wing Fund, 1984",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3571,https://www.wikidata.org/wiki/Q83560062,,"Metropolitan Museum of Art, New York, NY",Birds|Fruit|Butterflies|Leaves,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q33971
49.117.46,False,True,True,4323,,The American Wing,1949,Hinge,Hinge,American,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Wrought iron,H. 21 1/8 in. (53.7 cm),"Gift of Mrs. J. Insley Blair, 1949",Made in,,Hudson Valley,Hudson Valley,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4323,,,"Metropolitan Museum of Art, New York, NY",,,
11.87.8,False,True,True,4471,749,The American Wing,1911,Jar,Jar,Mexican,,,,,,,,,,,,,,,,,,ca. 1700,1697,1700,Tin-glazed earthenware,H. 10 5/8 in. (27 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,Puedbla,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/4471,https://www.wikidata.org/wiki/Q83560070,,"Metropolitan Museum of Art, New York, NY",,,
50.145.358,False,True,True,4864,774,The American Wing,1950,Looking glass,Looking Glass,American,,,,,,,,,,,,,,,,,,1800–1820,1800,1820,"Gilt gesso, pine, wire, eglomise tablet",51 x 25 in. (129.5 x 63.5 cm),"Bequest of Mary Stillman Harkness, 1950",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4864,https://www.wikidata.org/wiki/Q116366032,,"Metropolitan Museum of Art, New York, NY",Eagles|Deer,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300250308,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q685795
16.112,True,True,True,5505,720,The American Wing,1916,Paneling,"Paneling from the parlor of Marmion, King George County, Virginia",American,,,,,,,,,,,,,,,,,,ca. 1756,1751,1761,Pine and walnut,253 x 197 x 131 in. (642.6 x 500.4 x 332.7 cm),"Rogers Fund, 1916",Made in,,King George County,King George County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5505,https://www.wikidata.org/wiki/Q104412974,,"Metropolitan Museum of Art, New York, NY",,,
1986.110,False,True,True,5777,774,The American Wing,1986,Pitcher,Pitcher,American,,,,,188,Decorator," ",Boston China Decorating Works,1860–ca. 1925," ",Boston China Decorating Works,American,1860      ,1925      ,,,,ca. 1865,1860,1870,"Porcelain, overglaze enamel decoration, and gilding",H. 9 5/8 in. (24.4 cm); Diam. 9 1/4 in. (23.5 cm),"Purchase, Alan E. Salz Gift, 1986",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5777,https://www.wikidata.org/wiki/Q116360485,,"Metropolitan Museum of Art, New York, NY",,,
1989.219,False,True,True,5849,774,The American Wing,1989,Pitcher,Pitcher,American,,,,,16459,Manufacturer," ",Greenwood Pottery Company,"American, Trenton, New Jersey, 1861–1933"," ",Greenwood Pottery Company,American,1861      ,1933      ,,http://vocab.getty.edu/page/ulan/500524408,,1868–86,1868,1886,"Porcelain, overglaze enamel decoration and gilding",H. 9 1/2 in. (24.1 cm); Diam. 9 in. (22.9 cm),"Friends of the American Wing Fund, 1989",Made in,Trenton,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5849,https://www.wikidata.org/wiki/Q116357983,,"Metropolitan Museum of Art, New York, NY",Flowers|Flags,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300195678,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q14660
11.87.4,False,True,True,5945,774,The American Wing,1911,Plate,Plate,Mexican,,,,,,,,,,,,,,,,,,ca. 1760,1760,1760,Earthenware,Diam. 8 5/8 in. (21.9 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/5945,https://www.wikidata.org/wiki/Q83560077,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
18.36,False,True,True,5985,774,The American Wing,1918,Plate,Plate,Mexican,,,,,,,,,,,,,,,,,,ca. 1820,1817,1820,Tin-glazed earthenware,Diam. 13 3/4 in. (34.9 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/5985,https://www.wikidata.org/wiki/Q83560080,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"1982.4a, b",True,True,True,6778,,The American Wing,1982,Vase,Presentation Vase,American,,,,,16188416191,Maker|Maker," | ",Thomas Fletcher|Sidney Gardiner,"American, Alstead, New Hampshire 1787–1866 New Jersey|American, Mattituck, New York 1787–1827 Mexico"," | ","Fletcher, Thomas|Gardiner, Sidney",American|American,1787      |1787      ,1866      |1827      ,|,http://vocab.getty.edu/page/ulan/500024954|http://vocab.getty.edu/page/ulan/500086402,https://www.wikidata.org/wiki/Q56006629|https://www.wikidata.org/wiki/Q43084364,1824,1824,1824,Silver,"Overall: 23 7/16 x 20 1/8 x 15 1/8 in. (59.5 x 51.1 x 38.4 cm); 410 oz. 5 dwt. (12760 g)
1988.199,True,True,True,6779,731,The American Wing,1988,Vase,Presentation Vase,American,,,,,16191716188,Maker|Maker," | ",Sidney Gardiner|Thomas Fletcher,"American, Mattituck, New York 1787–1827 Mexico|American, Alstead, New Hampshire 1787–1866 New Jersey"," | ","Gardiner, Sidney|Fletcher, Thomas",American|American,1787      |1787      ,1827      |1866      ,|,http://vocab.getty.edu/page/ulan/500086402|http://vocab.getty.edu/page/ulan/500024954,https://www.wikidata.org/wiki/Q43084364|https://www.wikidata.org/wiki/Q56006629,1825,1825,1825,Silver,23 3/4 x 20 3/4 x 14 3/4 in. (60.3 x 52.7 x 37.5 cm); 401 oz. 1 dwt. (12473.9 g),"Gift of Erving and Joyce Wolf Foundation, in memory of Diane R. Wolf, 1988",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6779,https://www.wikidata.org/wiki/Q83560084,,"Metropolitan Museum of Art, New York, NY",Animals|Eagles|Waterfalls,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300008736,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q34038
66.10.26,False,True,True,6861,734,The American Wing,1966,Revolving chair,Revolving Chair,"American, Shaker",,,,,8737,Maker," ",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present"," ",United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1840–70,1840,1870,"Maple, white oak, pine, birch",28 x 16 3/4 x 15 in. (71.1 x 42.5 x 38.1 cm),"Friends of the American Wing Fund, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/6861,https://www.wikidata.org/wiki/Q116355303,,"Metropolitan Museum of Art, New York, NY",,,
36.127,False,True,True,6887,,The American Wing,1936,Room,"Room from the Hart House, Ipswich, Massachusetts",American,,,,,,,,,,,,,,,,,,1680,1680,1680,"Wood, oak, pine",Dimensions unavailable,"Munsey Fund, 1936",Made in,Ipswich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6887,https://www.wikidata.org/wiki/Q100157044,,"Metropolitan Museum of Art, New York, NY",,,
46.40.1,False,True,True,7203,704,The American Wing,1946,Sauceboat,Sauceboat,American,,,,,16230,Maker," ",Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts"," ","Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,ca. 1765,1762,1765,Silver,4 7/8 x 7 7/16 x 4 13/16 in. (12.4 x 18.9 x 12.2 cm); 12 oz. 10 dwt. (388.7 g),"Gift of Mr. and Mrs. Andrew Varick Stout, 1946",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7203,https://www.wikidata.org/wiki/Q116345548,,"Metropolitan Museum of Art, New York, NY",,,
46.40.2,False,True,True,7204,704,The American Wing,1946,Sauceboat,Sauceboat,American,,,,,162303186,Maker|Maker,Possibly by|Possibly by,Paul Revere Jr.|Paul Revere Sr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts|1702–1754"," | ","Revere, Paul, Jr.|Revere, Paul Sr.",American|American,1734      |1702      ,1818      |1754      ,|,http://vocab.getty.edu/page/ulan/500017620|(not assigned),https://www.wikidata.org/wiki/Q327071|https://www.wikidata.org/wiki/Q68367149,ca. 1765,1762,1765,Silver,4 11/16 x 7 7/16 x 4 7/8 in. (11.9 x 18.9 x 12.4 cm); 14 oz. 10 dwt. (451.4 g),"Gift of Mr. and Mrs. Andrew Varick Stout, 1946",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7204,https://www.wikidata.org/wiki/Q116345480,,"Metropolitan Museum of Art, New York, NY",,,
33.120.375,False,True,True,7364,750,The American Wing,1933,Seal,Seal,American,,,,,123,Maker," ",Jacob Boelen,ca. 1657–1729," ","Boelen, Jacob",American,1657      ,1729      ,,http://vocab.getty.edu/page/ulan/500329455,https://www.wikidata.org/wiki/Q66896177,ca. 1704,1701,1704,"Silver, wood",1 11/16 x 1 1/2 x 2 7/8 in. (4.3 x 3.8 x 7.3 cm); 1 oz. 11 dwt. (48.9 g),"Bequest of A. T. Clearwater, 1933; in cooperation with the Town of Marbletown, Ulster County, N.Y.",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7364,https://www.wikidata.org/wiki/Q116342872,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
66.10.19,False,True,True,7369,774,The American Wing,1966,Seed stand,Seed Stand,"American, Shaker",,,,,8737,Maker," ",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present"," ",United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1800–1825,1800,1825,"Pine, maple",24 1/4 x 19 1/2 x 12 5/8 in. (61.6 x 49.5 x 32.1 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7369,https://www.wikidata.org/wiki/Q116342604,,"Metropolitan Museum of Art, New York, NY",,,
30.120.59,False,True,True,7387,717,The American Wing,1930,Settee,Settee,American,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, cedar, birch, white pine",36 3/8 x 57 1/2 x 26 in. (92.4 x 146.1 x 66 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7387,https://www.wikidata.org/wiki/Q116342438,,"Metropolitan Museum of Art, New York, NY",,,
45.77,False,True,True,7500,724,The American Wing,1945,Sideboard,Sideboard,American,,,,,,,,,,,,,,,,,,ca. 1795–1805,1795,1805,"Mahogany, satinwood, silver, copper, verre églomisé with yellow poplar, white pine, mahogany",65 1/2 x 89 x 31 in. (166.4 x 226.1 x 78.7 cm),"Purchase, Joseph Pulitzer Bequest and Mitchel Taradash Gift, 1945",Possibly made in|Possibly made in,Philadelphia|Baltimore,,,United States|United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7500,https://www.wikidata.org/wiki/Q116340824,,"Metropolitan Museum of Art, New York, NY",,,
51.79.9,False,True,True,7553,736,The American Wing,1951,Slipper chair,Slipper Chair,American,,,,,110321528,Maker|Maker," |or",John Henry Belter|J. H. Belter & Co.,"American, born Germany 1804-1863 New York|1854–1865"," | ","Belter, John Henry|J. H. Belter & Co.",American| ,1804      |1854      ,1863      |1865      ,|,http://vocab.getty.edu/page/ulan/500001413|,https://www.wikidata.org/wiki/Q46973286|,ca. 1855,1852,1855,"Rosewood, ash (secondary wood), modern upholstery",44 1/4 x 17 1/2 x 16 1/2 in. (112.4 x 44.5 x 41.9 cm),"Gift of Mr. and Mrs. Lowell Ross Burch and Miss Jean McLean Morron, 1951",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7553,https://www.wikidata.org/wiki/Q116339440,,"Metropolitan Museum of Art, New York, NY",Grapes,http://vocab.getty.edu/page/aat/300379338,https://www.wikidata.org/wiki/Q10978
66.102,False,True,True,7565,706,The American Wing,1966,Snuffbox,Snuffbox,American,,,,,115,Maker," ",Myer Myers,1723–1795," ","Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1760–70,1760,1770,Gold,"1 1/16 x 2 7/16 x 2 3/8 in., 81.3 Grams (2.7 x 6.2 x 6 cm, 2.614 Troy Ounces)","Purchase, Mr. and Mrs. Marshall P. Blankarn Gift, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7565,https://www.wikidata.org/wiki/Q116339015,,"Metropolitan Museum of Art, New York, NY",Soldiers|Men|Donkeys,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265959,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q3537778
1999.396,True,True,True,7586,736,The American Wing,1999,Sofa,Sofa,American,,,,,215281110,Maker|Maker,or| ,J. H. Belter & Co.|John Henry Belter,"1854–1865|American, born Germany 1804-1863 New York"," | ","J. H. Belter & Co.|Belter, John Henry"," |American",1854      |1804      ,1865      |1863      ,|,|http://vocab.getty.edu/page/ulan/500001413,|https://www.wikidata.org/wiki/Q46973286,1850–60,1850,1860,"Rosewood, Rosewood veneer; chestnut, pine (secondary woods); modern upholstery with some original underupholstery",53 1/4 x 66 x 25 in. (135.3 x 167.6 x 63.5 cm),"Purchase, Friends of the American Wing Fund and Lila Acheson Wallace Gift, 1999",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7586,https://www.wikidata.org/wiki/Q29382950,,"Metropolitan Museum of Art, New York, NY",,,
66.221.1,True,True,True,7604,738,The American Wing,1966,Couch,Couch,American,,,,,9321111,Maker|Maker,or attributed to|Attributed to the Workshop of,Duncan Phyfe & Sons|Duncan Phyfe,"1837–1840, active New York|American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York"," | ","Phyfe & Sons, D.|Phyfe, Duncan","American|American, born Scotland",1837      |1770      ,1840      |1854      ,|,|http://vocab.getty.edu/page/ulan/500082047,|https://www.wikidata.org/wiki/Q3041258,ca. 1837,1832,1842,"Mahogany, mahogany veneer, pine, ash, modern upholstery",38 1/2 x 74 x 24 1/2 in. (97.8 x 188 x 62.2 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7604,https://www.wikidata.org/wiki/Q96161092,,"Metropolitan Museum of Art, New York, NY",,,
97.1.4,False,True,True,8022,706,The American Wing,1897,Tongs,Sugar Tongs,American,,,,,16253,Maker," ",Tiffany & Co.,1837–present," ",Tiffany & Co.," ",1837      ,9999      ,,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,ca. 1887,1882,1892,Silver,5/8 x 5 in. (1.6 x 12.7 cm); 1 oz. 10 dwt. (47 g),"Gift of a Friend of the Museum, 1897",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/8022,https://www.wikidata.org/wiki/Q116342388,,"Metropolitan Museum of Art, New York, NY",,,
